CodMat,Descri,CosMat
ACE030,"TUBO DE ACERO-CARB CC SCH40 D=3"" E=5,49M",66.14
ACE031,"TUBO ACERO-CARB CC SCH40 D=2 1/2"" E=5,16",49.54
ACE032,"TUBO ACERO-CARBONO CC SCH 40 D=2"" E=3,91",39.67
ACE033,"CABILLA*  D=1 3/8"" FY=4200 KGF/CM2 - 7.9",1.82
ACE034,PERFIL PROPERCA VP 100 X 5.35 ESTANDARD,2.57
ACE035,"CABILLA / BARRA LISA D=1/2"" (0.9 KG/M)",2.18
ACE036,"CABILLA / BARRA LISA D=7/8"" (3.05 K/M)",2.18
ACE037,"MALLA ELECTROSOLDADA 1""X1""  C-16 H=0,9M ",8.81
ACE038,CESTA METALICA P/GAVIONES DE 1 X 1 X 1 M,34.15
ACE039,"CLAVO ROSCADO DE ACERO L=5/16""",0.42
ACE040,"CLAVOS ACERO L=4"" DE ACERO",4.86
ACE041,CLAVO ACERO DULCE C/CABEZA P/ENCOFRADO #,4.97
ACE042,CLAVO ACERO P/CERCA TIPO U (GRAPAS 5/6X1,6.62
ACE043,"CLAVOS ACERO L=1 1/2""  CAL 14",6.18
ACE044,CLAVOS ACERO PTA. PARIS CAL=10 CAJA 25 K,4.97
ACE045,DEFENSA DE ACERO LIVIANA ACERO A.G.,37.4
ACE046,"GUAYA-CABLE ACERO D= 3/8"" (9,53 MM) 0,36",5.21
ACE047,MARCO DE HIERRO FUNDIDO PESADO C/TAPA B.,404.97
ACE048,LAMINA/PLANCHA ACERO APOYO 15 X 15 CM E=,9.88
ACE049,LAMINA / PLANCHA DE ACERO,2.61
ACE050,LAMINA ACERO INOXIDABLE / 1.22 X 2.44 M ,1375.13
ACE051,PERNO DE ACERO CON ROSCA Y TUERCA,13.43
ACE052,LAMINA ESTRIADA DE ACERO,3.28
ACE053,PERFIL CONDUVEN ECO 220 X 220 X7MM 45.5 ,2.96
ACE054,LAMINA LOSACERO/SOFITO CAL18 H=76.2MM 13,37.93
ACE055,"LAMINA GALVANIZADA CAL 22 (E= 0,7 MM 5.9",27.56
ACE056,"LAMINA GALVANIZADA CAL 24 (E= 0,6 MM 4.8",22.14
ACE057,LAMINA ACERO GALVANIZADA CALIBRES 14 A 2,3.55
ACE058,"MALLA*  ACERO ELECTROSOLDADA 6""X6"" 1.33 ",2.39
ACE059,MALLA DE GALLINERO GALVANIZADO C-18,3.28
ACE060,RAMPLUG HILTI HDI CON ROSCA INTERIOR D=3,2.18
ACE061,"CLAVOS ACERO DULCE L= 2 1/2""",6.29
ACE062,"MALLA ACERO TRUCKSON ELECTROSOLD. 4""X4"" ",5.57
ACE063,"MALLA ACERO TRUCKSON ELECTROSOLD. 6""X6"" ",2.42
ACE064,MALLA GALVANIZADA P/CERCA CICLON CAL 12 ,14.22
ACE065,"RAMPLUG HILTI ROSCA INTERNA  1/2""",2.96
ACE066,"MARCO* HIERRO P/PUERTA BISAG E=15CM /1,2",15.4
ACE067,MARCO ENVOLV HIERRO P/PUERTA E=20 CM E=1,18.92
ACE068,MARCO DE HIERRO P/VENTANAS E=10 CM CAL 1,12.54
ACE069,MARCO DE HIERRO PARA REJAS,3.87
ACE070,MARCO ENVOLV HIERRO P/PUERTA E=10 CM E=1,12.33
ACE071,MATERIAL ESPECIAL PARA SOLDADURA,0.21
ACE072,PALILLO DE 15 KV CRUCETA HIERRO A.T.,9.88
ACE073,PERFIL CONDUVEN DE ACERO,3.01
ACE074,"PERFIL CONDUVEN 60 X 60 E=2,25 P=3,94 K/",2.96
ACE075,PERFIL DE ALUMINIO PRINCIPAL CIELO RASO ,5.08
ACE076,"CLAVO DE ACERO LISO L=2 1/2""",0.42
ACE092,PERFILES PARA VALLAS,5.54
ACE093,"PERNO DE ACERO P/ANCLAJE 1"" X 10"" (25,4 ",18.73
ACE094,"PERNO CON ROSCA CORRIDA 1"" X 24"" (60 CM)",51.11
ACE095,"PERNO DE ANCLAJE 3/4"" X 60 CMS",38.02
ACE096,"PERNO DE ACERO P/ ANCLAJE D=1""X 110",26.45
ACE097,"PERNO ROSCADO 3/8"" X 9""",2.51
ACE098,"PERNO ROSCADO DE 5/8"" X 9""",6.64
ACE099,PLANCHA DE ACERO E= 10 MM (LAMINA),2.71
ACE100,"PLANCHA DE ACERO E= 1/2 "" (LAMINA)",2.71
ACE101,PLANCHA DE ACERO E= 16 MM (LAMINA),2.71
ACE102,PLANCHA DE ACERO E= 20 MM (LAMINA),2.71
ACE103,PLANCHA DE ACERO E= 25 MM (LAMINA),2.71
ACE104,PLANCHA DE ACERO E= 30 MM (LAMINA),2.84
ACE105,PLANCHA DE ACERO E= 50 MM (LAMINA),2.71
ACE106,PLANCHA DE ACERO (LAMINA) 15X15 CM,5.54
ACE107,PLANCHA APOYO ACERO 150MM X150MM X 8MM,4.97
ACE108,"PLETINA DE HIERRO 1 1/2"" X 1/4"" L=6 M 11",42.89
ACE109,PLETINA DE HIERRO,2.84
ACE110,PLETINA DE ACERO PARA HERRERIA,2.72
ACE111,"REJILLA ACERO GRILL GALV. 1-1/2"" X 3/16""",3.72
ACE112,"TUBO ACERO CROMADO DE 1"" PARA CLOSET",3.28
ACE113,PLETINA DE HIERRO PARA SOPORTE E=5MM,15.4
ACE114,"PLETINA DE HIERRO 2"" X 1/4"" L=6 M 2,65 K",2.96
ACE115,PLETINA DE ACERO PARA ANCLAJE DE FUNDACI,2.18
ACE116,"PLETINA ACERO L=32""  A=1 1/4"" E=1/4"" CRU",12.13
ACE117,PLETINA/SOPORTE DE HIERRO P/INSTALACION,1.61
ACE118,REJA METALICA / HIERRO,3.28
ACE119,"CODO A234WPB 3"" X 90º STD ACERO CARBONO",49.54
ACE120,TAPA DE HIERRO,3.55
ACE121,"TORNILLO DE 3/8 "" X 1 1/2""",1.05
ACE122,TORNILLO DE MAQUINA,1.08
ACE123,"TORNILLO DE MAQUINA 3/8"" X 1 1/2""",1.08
ACE124,TORNILLOS,0.53
ACE125,"TUBO DE ACERO COST D=18""/450MM E=9.53MM ",441.52
ACE126,"TUBO DE ACERO COST D=24""/600MM E=9,53MM ",592.52
ACE127,"TUBO DE ACERO COST D=6""/150 MM E=7,11MM ",118.65
ACE128,"TUBO ACERO INOXIDABLE D=1 5/8""",26.5
ACE129,"TUBO CIRCULAR ACERO D=4"" E=1,9MM 4,67K/M",17.64
ACE130,"LAMINA ACERO INOXIDABLE / 1.22 X 2,44 M ",2074.47
ACE131,"TUBO GALVANIZADO D=1 1/4"" HG P/CERCA 0.8",6.09
ACE132,"TUBO DE HIERRO D=1 1/2"" PARA ATRIL",8.81
ACE133,TUERCA,0.58
ACE134,BASES METAL CROMADA P/TUBO DE CLOSET D=1,0.53
ACE135,"CODO A234WPB 2 1/2"" X 90º STD ACERO CARB",33.09
ACE136,LAMINA ACERO INOXIDABLE / 1.22 X 2.44 M ,2295.02
ACE137,"CODO A234WPB 2"" X 90º STD ACERO CARBONO",27.55
ACE138,MARCO Y TAPA DE HIERRO FUNDIDO PESADO B.,474.66
ACE139,"ALAMBRON ACERO ESTRIADO/LISO 4MMX6M 0,59",3.28
ACE140,"PLETINA DE HIERRO 1 1/2"" X 1/8"" L=6 MT 5",19.04
ACE141,PERRO-GRAPA P/AMARRE/CONEXION GUAYAS DE ,3.07
ACE142,FULMINANTE P/CLAVO ACERO (PISTOLA HILTI ,0.53
ACE143,"CLAVOS ACERO P/PISTOLA L=1"" HILTI O SIM",0.32
ACE144,"CODO A234WPB 1 1/2"" X 90º STD ACERO CARB",12.13
ACE145,"RAMPLUG HILTI HDI D = 3/8"" ROSCA INTERNA",2.51
ACE146,ALAMBRE DE PUAS GALVANIZADO C-14 P=0.071,0.37
ACE147,"GRAPAS ACERO CAL 1"" X 9"" VICSON O SIMILA",5.21
ACE148,PERFIL DE ACERO ESTRUCTURAL,2.72
ACE149,LAMINA ACERO INOXIDABLE / 1.22 X 2.44 M ,2751.07
ACE150,MALLA GALVANIZADA P/CERCA CICLON CAL 11 ,15.74
ACE151,ESTRUCTURA ACERO SOPORTANTE P/ TRANSFORM,1652.99
ACE152,"LAMINA GALVANIZADA CAL 16 (E=1,5 MM 12.2",56.47
ACE153,PERFIL ACERO IPN O SIMILAR,2.39
ACE154,"TUBO ACERO INOXIDABLE D=3/4"" E=2,11MM 1,",11.02
ACE155,LAMINA GALVANIZADA ACERAL CAL 24 PINTADA,38.88
ACE156,"RAMPLUG HILTI HDI D = 1/2"" ROSCA INTERNA",3.65
ACE157,"RAMPLUG HILTI HDI D = 1/4"" ROSCA INTERNA",1.86
ACE158,"PLETINA DE HIERRO 1 1/4"" X 1/4""  L=6 MT ",26.61
ACE159,TUBO DE ACERO CUADRADO 60 X 60 E=2.25MM ,3.01
ACE160,TUBO DE ACERO CUADRADO 70 X 70 X 2.25MM ,2.72
ACE161,TUBO DE ACERO CUADRADO 90 X 90 X 2.5 MM ,2.72
ACE162,TUBO DE ACERO CUADRADO 100 X 100 X 3 MM ,2.75
ACE163,TUBO DE ACERO CUADRADO 110 X110 X 3.4 MM,2.69
ACE164,TUBO DE ACERO CUADRADO 120 X 120 X 4 MM ,2.73
ACE165,TUBO DE ACERO CUADRADO 135 X135 X 4.3 MM,3.19
ACE166,TUBO DE ACERO CUADRADO 155 X 155 X 4.5 M,2.92
ACE167,TUBO DE ACERO CUADRADO 175 X 175 X 5.5 M,2.69
ACE168,TUBO DE ACERO RECTANG. 80 X 40 X 2.25 MM,3.63
ACE169,TUBO ACERO RECTANG CONDUVEN 100X40X2.25M,2.62
ACE170,TUBO DE ACERO RECTANG. 120 X 60 X 2.5 MM,2.69
ACE171,TUBO DE ACERO RECTANG. 140 X 60 X 3. MM ,2.98
ACE172,TUBO DE ACERO RECTANG. 160 X 65 X 3.4 MM,2.62
ACE173,TUBO DE ACERO RECTANG. 180 X 65 X 4 MM  ,3.22
ACE174,TUBO DE ACERO RECTANG. 200 X 70 X 4.3 MM,2.62
ACE175,TUBO DE ACERO RECTANG. 220 X 90 X 4.5 MM,2.62
ACE176,TUBO DE ACERO RECTANG. 260 X 90 X 5.5 MM,2.62
ACE177,"PERFIL ACERO IPN AE-25 80MM (6,1 KG/M)",2.39
ACE178,PERFIL ACERO IPN AE-25 100MM,2.39
ACE179,PERFIL ACERO IPN DIN17100 120MM,2.55
ACE180,PERFIL ACERO IPN DIN17100 140MM,2.39
ACE181,"PERFIL ACERO IPN DIN17100, 160MM",2.39
ACE182,"PERFIL ACERO IPN DIN17100, 180MM",3.28
ACE183,PERFIL ACERO IPN DIN17100 200 MM,3.65
ACE184,"PERFIL ACERO IPN DIN17100, 240MM",2.39
ACE185,PERFIL ACERO IPN DIN17100 300 MM,2.55
ACE186,"PERFIL ACERO UPAM A36 152,4 X 47,6MM",3.26
ACE187,"PERFIL ACERO UPEL 10 (CM) 8,20 KG/M",2.72
ACE188,PERFIL ACERO UPAM A36 127 X 44MM,3.26
ACE189,"PERFIL ACERO UPAM A36 152,4 X 47,6MM",3.26
ACE190,"PERFIL ACERO UPAM A36 177,8 X 54MM",3.26
ACE191,"PERFIL ACERO UPAM A36 203,4 X 57,2MM",3.25
ACE192,"PERFIL ACERO UPAM A36  254 X 66,7MM",3.28
ACE193,"PERFIL ACERO UPAM A36 304,8 X 76,20MM 30",3.26
ACE194,LAMINA DE ACERO A36-5.00 X 1200 X 2400MM,2.96
ACE195,"LAMINA DE ACERO A36-6,00 X 1000 X 2000MM",2.72
ACE196,"LAMINA DE ACERO A36-6,00 X 1200 X 2400MM",2.84
ACE197,"LAMINA DE ACERO A36-8,00 X 1200 X 2400MM",2.84
ACE198,"LAMINA DE ACERO A36-10,00 X 1000 X 2000M",2.84
ACE199,"LAMINA DE ACERO A36-10,00 X 1200 X 2400M",2.84
ACE200,"LAMINA DE ACERO A36-13,00 X 1200 X 2400M",2.84
ACE201,"LAMINA DE ACERO A36-16,00 X 1200 X 2400M",3.02
ACE202,"LAMINA DE ACERO A36-19,00 X 1200 X 2400M",2.84
ACE203,"LAMINA DE ACERO A36-25,00 X 12000 X 2400",2.84
ACE204,"LAMINA DE ACERO A36-31,00 X 6000 X 2400M",2.84
ACE205,"LAMINA DE ACERO A36-38,00 X 1200 X 2400M",2.84
ACE206,"LAMINA DE ACERO A36-50,00 X 6000 X 2400 ",2.84
ACE207,"LAMINA ESTRIADA DE ACERO 3 MM X 1 X 2,4 ",3.65
ACE208,"LAMINA ESTRIADA DE ACERO E=4.1 MM P=32,1",3.65
ACE209,"LAMINA ESTRIADA DE ACERO 6MM 1,20X2,40 5",3.67
ACE210,"ANGULO HERRERIA 20 X 20 X 3MM 0,879 K/M",3.28
ACE211,"ANGULO HERRERIA 25 X 25 X 3MM 1,110 K/M",3.81
ACE212,"ANGULO HERRERIA 30 X 30 X 3MM 1,360 K/M",3.17
ACE213,"ANGULO HERRERIA 35 X 35 X 4MM 2,090 K/M",3.17
ACE214,"ANGULO HERRERIA 35 X 35 X 6MM 3,040 K/M",3.17
ACE215,"ANGULO HERRERIA 40 X 40 X 4MM 2,420 K/M",3.67
ACE216,"ANGULO HERRERIA 40 X 40 X 6MM 3,520 K/M",3.97
ACE217,"ANGULO ACERO 50 X 50 X 4MM 3,06 K/M",3.28
ACE218,"ANGULO ACERO 50 X 50 X 5MM 3,77 K/M",3.89
ACE219,ANGULO ACERO 50 X 50 X 7MM 5.15 K/M,3.38
ACE220,ANGULO ACERO 65 X 65 X 5MM 4.99 K/M,3.55
ACE221,ANGULO ACERO 65 X 65 X 6MM 5.91 K/M,3.28
ACE222,ANGULO ACERO 65 X 65 X 7MM 6.83 K/M,3.28
ACE223,ANGULO ACERO 75 X 75 X 7MM 7.94 K/M,3.28
ACE224,"ANGULO ACERO 75 X 75 X 8MM 9,0 K/M",4.63
ACE225,ANGULO ACERO 90 X 90 X 7MM 9.61 K/M,3.28
ACE226,ANGULO ACERO 100 X 100 X 8MM 12.2 K/M,3.28
ACE227,ANGULO ACERO 100 X 100 X 10MM 15.0 K/M,4.63
ACE228,ANGULO ACERO 120 X 120 X 12MM 21.60 K/M,3.28
ACE229,"CODO A234WPB 1"" X 90º STD ACERO CARBONO",9.88
ACE230,"TUBO DE ACERO COST D=36""/900MM E=9,53MM ",892.46
ACE231,MALLA GALVANIZADA P/CERCA CICLON CAL 9  ,26.63
ACE232,CESTA PARA GAVIONES 2 X 1 X 1 A.G.,44.07
ACE233,"BARRAS EN ACERO INOXIDABLE 3/4"" PESO:2.2",13.22
ACE234,"LAMINA LOSACERO CAL 26 M E=0,45MM 4.79 K",16.77
ACE235,"LAMINA LOSACERO CAL 24 ANCHO UTIL 85,5 C",24.67
ACE236,LAMINA LOSACERO CAL 22  ALTURA=76.2 MM  ,33.08
ACE237,"LAMINA LOSACERO CAL 20 ANCHO UTIL 85,2CM",33.04
ACE238,"TUBO DE ACERO COST D=30""/750MM E=12,7MM ",985.28
ACE239,"TUBO ACERO INOXIDABLE D=1"" E=2,77MM 2,09",23.12
ACE240,"SEPARADOR DE CABILLA P/PANTALLA 1/2"" X 5",0.33
ACE241,"SEPARADOR CABILLA 1/2""-3/8"" X 75 MM P/ V",0.53
ACE242,"SEPARADOR P/CABILLA VACIADO LOSA 1/4"" X ",0.34
ACE243,"TUBO ACERO INOXIDABLE D=1"" E=2,77MM 2,09",22.79
ACE244,"TUBO ACERO INOXIDABLE D=1 1/4"" E=2,77MM ",19.29
ACE245,"DEFENSA ACERO CURVA FLEX BEAM C-12 L=3,8",159.53
ACE246,POSTE C 165 X 110 P/DEFENSA FLEX BEAM AC,94.77
ACE247,POSTE C 165 X 110 P/DEFENSA FLEX BEAM AC,55.77
ACE248,POSTE C 100 X 50 P/DEFENSA FLEX BEAM ACE,78.25
ACE249,POSTE C 100 X 50 P/DEFENSA FLEX BEAM ACE,46.06
ACE250,"TUBO DE ACERO COST D=26""/650MM E=9,53MM ",641.83
ACE251,"GALVATEJA L=1,06 X A=1M C-27 CLIMATIZADA",20.91
ACE252,GALVATEJA L=2 X A=1M C-27 CLIMATIZADA,38.58
ACE253,"GALVATEJA L=3,83 X A=1M C-27 CLIMATIZADA",73.85
ACE254,"GALVATEJA L=5,67 X A=1M C-27 CLIMATIZADA",109.09
ACE255,"GALVATEJA L=7,05 X A=1M C-27 CLIMATIZADA",135.53
ACE256,"PERNO ACERO C/TUERCA 5/8"" X 1 ¼""  P/FLEX",2.28
ACE257,"PERNO ACERO C/TUERCA 5/8"" X 8""  P/FLEX B",8.81
ACE258,ALAMBRE DE PUAS GALVANIZADO C-13 P=0.089,0.35
ACE259,"PLETINA DE HIERRO 1"" X 1/8 X L=6 M 3,8 K",15.46
ACE260,LAMINA H.N. E=10.0 MM,3.25
ACE261,LAMINA H.N. E=16.0 MM,2.96
ACE262,LAMINA H.N. E=25 MM,2.96
ACE263,"ALCANTARILLA MET. GALV. D=1,50 M CAL-8 M",1065.55
ACE264,ALCANTARILLA MET. ACERO GALV. ARMCO TIPO,4.57
ACE265,ALCANTARILLA MET. ACERO GALV. ARMCO TIPO,4.81
ACE266,"ALCANTARILLA MET. GALV. D=1,50 M CAL 10 ",946.65
ACE267,"ALCANTARILLA MET. GALV. D=1,50 M CAL 12 ",727.16
ACE268,"ALCANTARILLA MET. GALV. D=1,66 M CAL 12 ",818.61
ACE269,"ALCANTARILLA MET. GALV. D=1,66 M CAL 10 ",1065.55
ACE270,"ALCANTARILLA MET. GALV. D=1,66 M CAL-8 M",1202.77
ACE271,"ALCANTARILLA MET. GALV. D=1,97 M CAL-8 M",1390.29
ACE272,"ALCANTARILLA MET. GALV. D=1,97 M CAL 10 ",1230.2
ACE273,"ALCANTARILLA MET. GALV. D=1,97 M CAL 12 ",946.65
ACE274,PERFIL RESIDENCIAL,0.32
ACE275,PERFIL RESIDENCIAL COLOR,0.32
ACE276,PERFIL PROPERCA VP 120 X 9.70 ESTANDARD,2.57
ACE277,PERFIL PROPERCA VP 140 X 12.4 ESTANDARD,2.57
ACE278,PERFIL PROPERCA VP 160 X 16.4 ESTANDARD,2.57
ACE279,PERFIL PROPERCA VP 180 X 17.7 ESTANDARD,2.57
ACE280,PERFIL PROPERCA VP 200 X 24.1 ESTANDARD,2.57
ACE281,PERFIL PROPERCA VP 250 X 29.4 ESTANDARD,2.57
ACE282,PERFIL PROPERCA VP 300 X 41.3 ESTANDARD,2.57
ACE283,PERFIL PROPERCA VP 350 X 48.3 ESTANDARD,2.57
ACE284,PERFIL PROPERCA VP 400 X 55.4 ESTANDARD,2.57
ACE285,PERFIL PROPERCA VP 420 X 65.7 ESTANDARD,2.57
ACE286,PERFIL PROPERCA CP 140 X 25.5 SERIE ESTA,2.8
ACE287,PERFIL PROPERCA CP 160 X 29.3 SERIE ESTA,2.8
ACE288,PERFIL PROPERCA CP 180 X 33.1SERIE ESTAN,2.8
ACE289,PERFIL PROPERCA CP 200 X 50.1 SERIE ESTA,2.8
ACE290,PERFIL PROPERCA CP 220 X 55.3 SERIE ESTA,2.96
ACE291,PERFIL PROPERCA CP 240 X 60.4 SERIE ESTA,2.84
ACE292,PERFIL PROPERCA CP 260 X 65.7 SERIE ESTA,2.8
ACE293,"PERFIL CONDUVEN ECO 80 X 40 E=2,25MM P=3",3.41
ACE294,"PERFIL CONDUVEN ECO 100 X 40 E=2,25MM 4,",2.96
ACE295,"PERFIL CONDUVEN ECO 120 X 60 E=2,5MM 6,7",2.96
ACE296,"PERFIL CONDUVEN ECO 140 X 60 E=3MM P=8,8",3.08
ACE297,"PERFIL CONDUVEN ECO 160 X 65 E=3,4 P=11,",2.96
ACE298,"PERFIL CONDUVEN ECO 180 X 65 E=4MM P=14,",3.28
ACE299,"PERFIL CONDUVEN ECO 200 X 70 E=4,3MM P=1",2.96
ACE300,"PERFIL CONDUVEN ECO 220 X 90 E=4,5MM P=2",2.96
ACE301,"PERFIL CONDUVEN ECO 260 X 90 E=5,5MM P=2",2.96
ACE302,"PERFIL CONDUVEN ECO 300 X 100 E=5,5MM P=",2.96
ACE303,"PERFIL CONDUVEN ECO 320 X 120 E=7MM 45,5",2.96
ACE304,PERFIL CONDUVEN ECO 350 X 170 E=9MM P=68,2.96
ACE305,"ALCANTARILLA MET GALV D=3,99M C-12 MP152",1893.35
ACE306,"ALCANTARILLA MET GALV D=3,99M C-10 MP152",2465.01
ACE307,"ALCANTARILLA MET GALV D=3,99M C-8 MP152 ",2780.55
ACE308,"ALCANTARILLA MET GALV D=6,00 M E=5MM MP1",5126.62
ACE309,LAMINA LISA GALVANIZADA CALIBRE 24 TAMAÑ,37.44
ACE310,LAMINA LISA CALIBRE 22 GALVANIZADA 2 X 1,55.52
ACE311,LAMINA LISA GALVANIZADA CALIBRE 20 TAMAÑ,65.52
ACE312,PERFIL DE ACERO LAMINADO IMPORTADO\,2.84
ACE313,LAMINA LISA GALVANIZADA CALIBRE 16 TAMAÑ,91.61
ACE314,"TUBO ACERO INOXIDABLE D=2"" 4,04 KG/M E=2",49.54
ACE315,LAMINA LISA GALVANIZADA CALIBRE 14 TAMAÑ,170.56
ACE316,PERNO ESTRUCTURAL,4.39
ACE317,ARRIOSTRAMIENTO PROVISIONAL ACERO NO REC,2.07
ACE318,PLANCHA DE ACERO ESTRUCTURAL (LAMINA),2.72
ACE319,LAMINA ALUMINIO ACANALADA 0.3 MM ACAB.ST,11.77
ACE320,LAMINA ALUMINIO ACANALADA 0.4 MM ACAB.ST,15.96
ACE321,LAMINA ALUMINIO ACANALADA 0.6 MM ACAB.ST,23.61
ACE322,REJILLA DE ACERO,3.72
ACE323,REJILLA ACERO GRILL-GRATING PLETINA DENT,3.72
ACE324,LAMINA LOSACERO / SOFITO METALICO,3.87
ACE325,PERNOS DE ANCLAJE DE ACERO A325,13.64
ACE326,PERNOS DE ANCLAJE DE ACERO A307,13.32
ACE327,PERNOS DE ANCLAJE DE ACERO A490,12.69
ACE328,"LAMINA DE ALUMINIO 0.5 MM ACAB. LISO 1,3",25.23
ESP108,MECATE DE NYLON,17.46
ACE329,LAMINA DE ALUMINIO 0.6 MM ACAB. LISO 1.6,30.27
ACE330,"LAMINA DE ALUMINIO 0.7 MM ACAB. LISO 1,8",35.29
ACE331,LAMINA DE ALUMINIO 0.8 MM ACAB. LISO 2.1,40.38
ACE332,LAMINA DE ALUMINIO 1.0 MM ACAB. LISO 2.7,46.3
ACE333,PERNOS DE ACERO A307,12.13
ACE334,LAMINA DE ALUMINIO 1.3 MM ACAB. LISO 3.5,66.18
ACE335,LAMINA DE ALUMINIO 1.6 MM ACAB. LISO 4.3,81.31
ACE336,LAMINA DE ALUMINIO 1.8 MM ACAB. LISO 4.8,89.72
ACE337,LAMINA DE ALUMINIO 2.0 MM ACAB. LISO 5.4,101.3
ACE338,LAMINA DE ALUMINIO 2.6 MM ACAB. LISO 7.0,131.76
ACE339,LAMINA DE ALUMINIO 3.0 MM ACAB. LISO 8.1,148.43
ACE340,PERNOS DE ACERO A325,12.13
ACE341,LAMINA DE ALUMINIO 4.0 MM ACAB. LISO 10.,197.97
ACE342,LAMINA DE ALUMINIO 6.0 MM ACAB. LISO 16.,296.9
ACE343,PERNOS DE ACERO A490,13.01
ACE344,"CESTA P/GAVIONES 2 X 1 X 1 M VICSON A,G,",60.63
ACE345,CESTA P/GAVIONES 2 X 1 X 1M VICSON PLAST,77.13
ACE346,PERFIL ACERO PROPERCA VP / CP O SIMILAR,2.8
ACE347,LAMINA GALVANIZADA ACERAL CAL 30 AT=80CM,12.99
ACE348,"LAMINA GALVANIZADA ACERAL CAL 20 AT=86,5",44
ACE349,"LAMINA GALVANIZADA ACERAL CAL 24 AT=86,5",27.03
ACE350,LAMINA GALVANIZADA ACERAL CAL 28 AT=80CM,14.48
ACE351,"LAMINA LISA GALVANIZADA CALIBRE 24 / 2,4",56.94
ACE352,"LAMINA LISA GALVANIZADA CALIBRE 22 / 2,4",66.1
ACE353,"LAMINA LISA GALVANIZADA CAL20 1,2X2,44 M",81.27
ACE354,"LAMINA LISA GALVANIZADA CAL18 1,2X2,44 M",106.71
ACE355,"LAMINA LISA GALVANIZADA CALIBRE 16 / 2,4",125.43
ACE356,"LAMINA LISA GALVANIZADA CALIBRE 14 / 2,4",169.3
ACE357,"LAMINA GALVANIZADA ACERAL CAL 26 AT=86,5",19.17
ACE358,"LAMINA LISA ACERO GALV. 2,4 X1,2M CAL 22",60.67
ACE359,"LAMINA GALVANIZADA ACERAL CAL 22 AT=86,5",33.04
ACE360,"TUBO ACERO INOXIDABLE D=1 1/2"" E=2,77MM ",33.45
ACE361,"LAMINA GALVANIZADA ACERAL CAL 18 AT=86,5",53.07
ACE362,"PERNO Y TUERCA ESTRUCTURAL A-325 D=1/2"" ",2.18
ACE363,"PERNO Y TUERCA ESTRUCTURAL A-325 5/8"" L=",3.28
ACE364,"PERNO Y TUERCA ESTRUCTURAL A-325 D=3/4""X",7.37
ACE365,"PERNO Y TUERCA ESTRUCTURAL A-325 D=7/8""X",6.41
ACE366,"TUBO ACERO-CARBONO CC SCH40 D=6"" E=7,11M",138.85
ACE367,"TUBO DE ACERO RECTAN 4"" X 2"" L=6M 2MM 4,",78.2
ACE368,"TUBO DE ACERO RECTAN 2""X1"" L=6M 2 MM 2,2",44.84
ACE369,"TUBO DE ACERO RECTANG 2""X1"" L=6M 1.4MM 1",26.45
ACE370,"PERNO ANCLAJE ACERO D=1"" X 15"" (38 CM)",27.55
ACE371,CRUCETA HIERRO DE L=1.60 MT PARA REFLECT,55.1
ACE372,"BARRAS EN ACERO INOXIDABLE 1 1/4"", PESO:",15.83
ACE373,"BARRAS EN ACERO INOXIDABLE 2"" PESO:16 KG",179.09
ACE374,"BARRAS EN ACERO INOXIDABLE 2 1/2"" PESO:2",13.22
ACE375,"BARRAS EN ACERO INOXIDABLE 3"" PESO:36 KG",14.85
ACE376,"BARRAS EN ACERO INOXIDABLE 5/8"" PESO:1.5",16.9
ACE377,"PERFIL CONDUVEN ECO 60 X 60 E=2,25MM P=3",2.96
ACE378,PERFIL CONDUVEN ECO 70 X 70 X 2.25 MM 4.,2.96
ACE379,PERFIL CONDUVEN ECO 90 X 90 E=2.5 MM 6.7,2.96
ACE380,"PERFIL CONDUVEN ECO 100 X 100 X 3 MM 8,8",2.96
ACE381,PERFIL CONDUVEN ECO 110 X 110 X 3.4 MM 1,2.96
ACE382,PERFIL CONDUVEN ECO 120 X 120 X 4MM 14.1,2.96
ACE383,PERFIL CONDUVEN ECO 135 X 135 X4.3 MM 17,2.96
ACE384,"PERFIL CONDUVEN ECO 155 X 155 X 4,5 MM 2",2.96
ACE385,"PERFIL CONDUVEN ECO 175 X 175 E=5.5 28,4",2.96
ACE386,"PERFIL CONDUVEN ECO 200 X 200 X5,5 MM 32",2.96
ACE387,PERFIL CONDUVEN ECO 220 X 220 X 9MM 57.4,2.96
ACE388,"TEE 2 1/2"" P/TUBERIA ACERO AL CARBONO",36.34
ACE389,PERFIL PROPERCA VP 120 X 18.9 (SERIE PET,2.57
ACE390,PERFIL PROPERCA VP 140 X 19.9 (SERIE PET,2.57
ACE391,PERFIL PROPERCA VP 160 X 20.8 (SERIE PET,2.57
ACE392,PERFIL PROPERCA VP 180 X 21.8 (SERIE PET,2.57
ACE393,PERFIL PROPERCA VP 200 X 26.2 (SERIE PET,2.57
ACE394,PERFIL PROPERCA VP 200 X 36.0 (SERIE PET,2.57
ACE395,PERFIL PROPERCA VP 240 X 32.8 (SERIE PET,2.57
ACE396,PERFIL PROPERCA VP 240 X 37.8 (SERIE PET,2.57
ACE397,PERFIL PROPERCA VP 250 X 38.9 (SERIE PET,2.57
ACE398,PERFIL PROPERCA VP 250 X 44.2 (SERIE PET,2.57
ACE399,PERFIL PROPERCA VP 300 X 47.8 (SERIE PET,2.57
ACE400,PERFIL PROPERCA VP 350 X 56.0 (SERIE PET,2.57
